""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"
"Tery_0094"	320	485	342	366	593	735	268	"    87.76"	"    74.61"	"    62.67"	"   120.59"	"   107.71"	"   131.67"	"    75.55"	" 6.4557"	" 6.2214"	" 5.9698"	" 6.9140"	" 6.7511"	" 7.0409"	" 6.2395"
"Tery_0096"	207	391	227	243	511	346	161	"    56.77"	"    60.15"	"    41.59"	"    80.06"	"    92.81"	"    61.98"	"    45.38"	" 5.8273"	" 5.9107"	" 5.3786"	" 6.3232"	" 6.5364"	" 5.9540"	" 5.5044"
"Tery_0097"	13	31	27	23	30	18	23	"     3.57"	"     4.77"	"     4.95"	"     7.58"	"     5.45"	"     3.22"	"     6.48"	" 1.8380"	" 2.2566"	" 2.3095"	" 2.9237"	" 2.4486"	" 1.6936"	" 2.6990"
"Tery_0100"	368	779	531	245	426	706	366	"   100.92"	"   119.83"	"    97.30"	"    80.72"	"    77.37"	"   126.47"	"   103.17"	" 6.6573"	" 6.9050"	" 6.6045"	" 6.3350"	" 6.2740"	" 6.9828"	" 6.6890"
"Tery_0102"	2	16	7	1	5	8	2	"     0.55"	"     2.46"	"     1.28"	"     0.33"	"     0.91"	"     1.43"	"     0.56"	"-0.8404"	" 1.3052"	" 0.3703"	"-1.5587"	"-0.1232"	" 0.5292"	"-0.8015"
"Tery_0103"	429	635	516	380	420	1081	395	"   117.65"	"    97.68"	"    94.55"	"   125.20"	"    76.28"	"   193.65"	"   111.34"	" 6.8785"	" 6.6102"	" 6.5631"	" 6.9682"	" 6.2535"	" 7.5974"	" 6.7990"
"Tery_0104"	239	605	497	249	436	541	297	"    65.55"	"    93.07"	"    91.07"	"    82.04"	"    79.19"	"    96.92"	"    83.72"	" 6.0347"	" 6.5403"	" 6.5090"	" 6.3584"	" 6.3074"	" 6.5988"	" 6.3877"
"Tery_0107"	3329	4818	4704	1091	2065	4755	2540	"   912.98"	"   741.15"	"   861.92"	"   359.45"	"   375.06"	"   851.82"	"   715.99"	" 9.8345"	" 9.5336"	" 9.7514"	" 8.4897"	" 8.5510"	" 9.7344"	" 9.4838"
"Tery_0108"	96	127	117	30	68	78	50	"    26.33"	"    19.54"	"    21.44"	"     9.88"	"    12.35"	"    13.97"	"    14.09"	" 4.7191"	" 4.2888"	" 4.4228"	" 3.3066"	" 3.6277"	" 3.8056"	" 3.8181"
"Tery_0109"	248	539	457	213	254	589	302	"    68.01"	"    82.91"	"    83.74"	"    70.18"	"    46.13"	"   105.51"	"    85.13"	" 6.0880"	" 6.3737"	" 6.3880"	" 6.1331"	" 5.5281"	" 6.7214"	" 6.4118"
"Tery_0111"	0	8	6	2	7	3	2	"     0.00"	"     1.23"	"     1.10"	"     0.66"	"     1.27"	"     0.54"	"     0.56"	"-6.6439"	" 0.3111"	" 0.1498"	"-0.5801"	" 0.3577"	"-0.8693"	"-0.8015"
"Tery_0114"	6	6	7	2	6	9	2	"     1.65"	"     0.92"	"     1.28"	"     0.66"	"     1.09"	"     1.61"	"     0.56"	" 0.7273"	"-0.1001"	" 0.3703"	"-0.5801"	" 0.1372"	" 0.6980"	"-0.8015"
"Tery_0115"	163	230	208	143	265	229	117	"    44.70"	"    35.38"	"    38.11"	"    47.11"	"    48.13"	"    41.02"	"    32.98"	" 5.4826"	" 5.1453"	" 5.2526"	" 5.5584"	" 5.5892"	" 5.3587"	" 5.0440"
"Tery_0116"	850	1698	1439	952	1588	1502	808	"   233.11"	"   261.20"	"   263.67"	"   313.65"	"   288.43"	"   269.07"	"   227.76"	" 7.8649"	" 8.0291"	" 8.0426"	" 8.2931"	" 8.1721"	" 8.0719"	" 7.8315"
"Tery_0117"	6478	8520	7847	6929	8573	11139	5366	"  1776.59"	"  1310.62"	"  1437.82"	"  2282.88"	"  1557.10"	"  1995.45"	"  1512.60"	"10.7949"	"10.3560"	"10.4897"	"11.1566"	"10.6047"	"10.9625"	"10.5628"
"Tery_0118"	22	27	26	19	43	15	21	"     6.03"	"     4.15"	"     4.76"	"     6.26"	"     7.81"	"     2.69"	"     5.92"	" 2.5954"	" 2.0578"	" 2.2552"	" 2.6484"	" 2.9672"	" 1.4314"	" 2.5679"
"Tery_0119"	71	114	76	47	54	101	54	"    19.47"	"    17.54"	"    13.93"	"    15.48"	"     9.81"	"    18.09"	"    15.22"	" 4.2841"	" 4.1331"	" 3.8007"	" 3.9537"	" 3.2954"	" 4.1782"	" 3.9290"
"Tery_0120"	36	76	50	27	31	56	41	"     9.87"	"    11.69"	"     9.16"	"     8.90"	"     5.63"	"    10.03"	"    11.56"	" 3.3049"	" 3.5486"	" 3.1972"	" 3.1547"	" 2.4958"	" 3.3280"	" 3.5320"
"Tery_0121"	88	101	76	32	52	82	42	"    24.13"	"    15.54"	"    13.93"	"    10.54"	"     9.44"	"    14.69"	"    11.84"	" 4.5936"	" 3.9585"	" 3.8007"	" 3.3996"	" 3.2410"	" 3.8777"	" 3.5667"
"Tery_0122"	142	214	190	127	195	182	150	"    38.94"	"    32.92"	"    34.81"	"    41.84"	"    35.42"	"    32.60"	"    42.28"	" 5.2837"	" 5.0413"	" 5.1220"	" 5.3872"	" 5.1468"	" 5.0274"	" 5.4023"
"Tery_0124"	116	201	158	95	189	123	124	"    31.81"	"    30.92"	"    28.95"	"    31.30"	"    34.33"	"    22.03"	"    34.95"	" 4.9920"	" 4.9509"	" 4.8560"	" 4.9685"	" 5.1017"	" 4.4623"	" 5.1278"
"Tery_0125"	104	200	145	73	143	170	113	"    28.52"	"    30.77"	"    26.57"	"    24.05"	"    25.97"	"    30.45"	"    31.85"	" 4.8345"	" 4.9437"	" 4.7322"	" 4.5886"	" 4.6995"	" 4.9290"	" 4.9938"
"Tery_0127"	38	37	44	12	48	39	19	"    10.42"	"     5.69"	"     8.06"	"     3.95"	"     8.72"	"     6.99"	"     5.36"	" 3.3829"	" 2.5114"	" 3.0130"	" 1.9868"	" 3.1257"	" 2.8066"	" 2.4238"
"Tery_0128"	66	114	85	72	100	114	67	"    18.10"	"    17.54"	"    15.57"	"    23.72"	"    18.16"	"    20.42"	"    18.89"	" 4.1788"	" 4.1331"	" 3.9621"	" 4.5687"	" 4.1837"	" 4.3528"	" 4.2400"
"Tery_0129"	81	146	96	59	112	126	49	"    22.21"	"    22.46"	"    17.59"	"    19.44"	"    20.34"	"    22.57"	"    13.81"	" 4.4741"	" 4.4899"	" 4.1375"	" 4.2816"	" 4.3471"	" 4.4971"	" 3.7889"
"Tery_0130"	193	460	390	165	294	578	274	"    52.93"	"    70.76"	"    71.46"	"    54.36"	"    53.40"	"   103.54"	"    77.24"	" 5.7263"	" 6.1451"	" 6.1593"	" 5.7648"	" 5.7390"	" 6.6942"	" 6.2714"
"Tery_0131"	104	210	196	85	203	111	128	"    28.52"	"    32.30"	"    35.91"	"    28.00"	"    36.87"	"    19.88"	"    36.08"	" 4.8345"	" 5.0141"	" 5.1669"	" 4.8081"	" 5.2048"	" 4.3143"	" 5.1736"
"Tery_0132"	324	444	327	364	387	733	250	"    88.86"	"    68.30"	"    59.92"	"   119.93"	"    70.29"	"   131.31"	"    70.47"	" 6.4736"	" 6.0940"	" 5.9051"	" 6.9061"	" 6.1355"	" 7.0369"	" 6.1392"
"Tery_0133"	47	84	61	41	70	93	53	"    12.89"	"    12.92"	"    11.18"	"    13.51"	"    12.71"	"    16.66"	"    14.94"	" 3.6893"	" 3.6928"	" 3.4838"	" 3.7568"	" 3.6695"	" 4.0592"	" 3.9021"
"Tery_0134"	89	164	147	62	115	190	74	"    24.41"	"    25.23"	"    26.94"	"    20.43"	"    20.89"	"    34.04"	"    20.86"	" 4.6099"	" 4.6575"	" 4.7520"	" 4.3531"	" 4.3852"	" 5.0894"	" 4.3833"
"Tery_0135"	20	45	35	23	47	43	26	"     5.49"	"     6.92"	"     6.41"	"     7.58"	"     8.54"	"     7.70"	"     7.33"	" 2.4581"	" 2.7933"	" 2.6833"	" 2.9237"	" 3.0953"	" 2.9473"	" 2.8756"
"Tery_0136"	50	75	53	34	85	59	33	"    13.71"	"    11.54"	"     9.71"	"    11.20"	"    15.44"	"    10.57"	"     9.30"	" 3.7785"	" 3.5295"	" 3.2811"	" 3.4870"	" 3.9494"	" 3.4032"	" 3.2191"
"Tery_0137"	40	57	50	24	51	39	35	"    10.97"	"     8.77"	"     9.16"	"     7.91"	"     9.26"	"     6.99"	"     9.87"	" 3.4568"	" 3.1339"	" 3.1972"	" 2.9850"	" 3.2130"	" 2.8066"	" 3.3039"
"Tery_0138"	35	51	43	32	42	38	24	"     9.60"	"     7.85"	"     7.88"	"    10.54"	"     7.63"	"     6.81"	"     6.77"	" 3.2643"	" 2.9737"	" 2.9798"	" 3.3996"	" 2.9333"	" 2.7692"	" 2.7603"
"Tery_0139"	766	1241	984	733	1201	643	565	"   210.08"	"   190.90"	"   180.30"	"   241.50"	"   218.14"	"   115.19"	"   159.27"	" 7.7148"	" 7.5768"	" 7.4943"	" 7.9159"	" 7.7691"	" 6.8480"	" 7.3154"
"Tery_0140"	943	1590	1380	667	1363	1288	753	"   258.62"	"   244.59"	"   252.86"	"   219.75"	"   247.56"	"   230.73"	"   212.26"	" 8.0147"	" 7.9343"	" 7.9823"	" 7.7798"	" 7.9517"	" 7.8501"	" 7.7298"
"Tery_0141"	732	2163	1623	619	1173	1882	955	"   200.75"	"   332.73"	"   297.39"	"   203.94"	"   213.05"	"   337.14"	"   269.20"	" 7.6493"	" 8.3783"	" 8.2162"	" 7.6721"	" 7.7351"	" 8.3973"	" 8.0726"
"Tery_0142"	842	1730	1272	631	1025	2167	918	"   230.92"	"   266.12"	"   233.07"	"   207.89"	"   186.17"	"   388.20"	"   258.77"	" 7.8513"	" 8.0560"	" 7.8647"	" 7.6998"	" 7.5405"	" 8.6007"	" 8.0156"
"Tery_0143"	235	431	357	108	280	332	203	"    64.45"	"    66.30"	"    65.41"	"    35.58"	"    50.86"	"    59.47"	"    57.22"	" 6.0103"	" 6.0512"	" 6.0317"	" 5.1535"	" 5.6686"	" 5.8944"	" 5.8388"
"Tery_0144"	116	191	167	46	98	161	96	"    31.81"	"    29.38"	"    30.60"	"    15.16"	"    17.80"	"    28.84"	"    27.06"	" 4.9920"	" 4.8773"	" 4.9359"	" 3.9227"	" 4.1546"	" 4.8506"	" 4.7587"
"Tery_0145"	353	618	489	172	366	421	309	"    96.81"	"    95.07"	"    89.60"	"    56.67"	"    66.48"	"    75.42"	"    87.10"	" 6.5972"	" 6.5710"	" 6.4856"	" 5.8247"	" 6.0550"	" 6.2370"	" 6.4448"
"Tery_0146"	217	413	337	144	250	368	210	"    59.51"	"    63.53"	"    61.75"	"    47.44"	"    45.41"	"    65.92"	"    59.20"	" 5.8954"	" 5.9896"	" 5.9486"	" 5.5684"	" 5.5052"	" 6.0429"	" 5.8877"
"Tery_0147"	216	349	293	123	278	365	201	"    59.24"	"    53.69"	"    53.69"	"    40.52"	"    50.49"	"    65.39"	"    56.66"	" 5.8887"	" 5.7468"	" 5.7468"	" 5.3411"	" 5.6583"	" 6.0311"	" 5.8245"
"Tery_0148"	99	232	243	59	153	207	113	"    27.15"	"    35.69"	"    44.53"	"    19.44"	"    27.79"	"    37.08"	"    31.85"	" 4.7635"	" 5.1578"	" 5.4769"	" 4.2816"	" 4.7970"	" 5.2130"	" 4.9938"
"Tery_0149"	2431	7765	5863	1425	2540	6904	3500	"   666.70"	"  1194.48"	"  1074.29"	"   469.49"	"   461.34"	"  1236.79"	"   986.60"	" 9.3809"	"10.2222"	"10.0692"	" 8.8750"	" 8.8497"	"10.2724"	" 9.9463"
"Tery_0150"	328	1058	801	204	664	567	521	"    89.95"	"   162.75"	"   146.77"	"    67.21"	"   120.60"	"   101.57"	"   146.86"	" 6.4913"	" 7.3466"	" 7.1975"	" 6.0708"	" 6.9142"	" 6.6665"	" 7.1984"
"Tery_0151"	270	481	370	187	268	434	247	"    74.05"	"    73.99"	"    67.80"	"    61.61"	"    48.68"	"    77.75"	"    69.63"	" 6.2106"	" 6.2095"	" 6.0833"	" 5.9453"	" 5.6054"	" 6.2809"	" 6.1218"
"Tery_0152"	838	1666	1284	717	987	1958	798	"   229.82"	"   256.28"	"   235.27"	"   236.23"	"   179.27"	"   350.76"	"   224.94"	" 7.8444"	" 8.0016"	" 7.8782"	" 7.8841"	" 7.4860"	" 8.4544"	" 7.8135"
"Tery_0153"	197	325	314	129	308	379	207	"    54.03"	"    49.99"	"    57.53"	"    42.50"	"    55.94"	"    67.89"	"    58.35"	" 5.7559"	" 5.6440"	" 5.8466"	" 5.4098"	" 5.8061"	" 6.0854"	" 5.8669"
"Tery_0155"	67	61	78	52	139	62	45	"    18.37"	"     9.38"	"    14.29"	"    17.13"	"    25.25"	"    11.11"	"    12.68"	" 4.2004"	" 3.2317"	" 3.8382"	" 4.0995"	" 4.6586"	" 3.4747"	" 3.6662"
"Tery_0156"	147	278	218	178	281	268	156	"    40.31"	"    42.76"	"    39.94"	"    58.65"	"    51.04"	"    48.01"	"    43.97"	" 5.3336"	" 5.4187"	" 5.3203"	" 5.8742"	" 5.6738"	" 5.5856"	" 5.4589"
"Tery_0157"	567	992	948	499	1068	813	597	"   155.50"	"   152.60"	"   173.70"	"   164.40"	"   193.98"	"   145.64"	"   168.29"	" 7.2809"	" 7.2537"	" 7.4406"	" 7.3612"	" 7.5998"	" 7.1864"	" 7.3949"
"Tery_0158"	258	518	486	221	457	392	330	"    70.76"	"    79.68"	"    89.05"	"    72.81"	"    83.00"	"    70.22"	"    93.02"	" 6.1450"	" 6.3164"	" 6.4767"	" 6.1863"	" 6.3753"	" 6.1341"	" 6.5397"
"Tery_0159"	578	1103	1037	529	1183	900	801	"   158.52"	"   169.67"	"   190.01"	"   174.29"	"   214.87"	"   161.23"	"   225.79"	" 7.3086"	" 7.4067"	" 7.5700"	" 7.4454"	" 7.7474"	" 7.3330"	" 7.8189"
"Tery_0160"	1412	2607	2360	1112	2294	1777	1444	"   387.24"	"   401.03"	"   432.43"	"   366.37"	"   416.65"	"   318.33"	"   407.04"	" 8.5971"	" 8.6476"	" 8.7563"	" 8.5172"	" 8.7027"	" 8.3144"	" 8.6691"
"Tery_0161"	311	530	477	267	502	404	276	"    85.29"	"    81.53"	"    87.40"	"    87.97"	"    91.18"	"    72.37"	"    77.80"	" 6.4145"	" 6.3494"	" 6.4498"	" 6.4591"	" 6.5108"	" 6.1776"	" 6.2819"
"Tery_0162"	2040	4276	3392	2629	3966	8860	2690	"   559.47"	"   657.77"	"   621.52"	"   866.17"	"   720.34"	"  1587.19"	"   758.27"	" 9.1279"	" 9.3615"	" 9.2797"	" 9.7585"	" 9.4925"	"10.6323"	" 9.5666"
"Tery_0163"	200	402	282	144	290	273	183	"    54.85"	"    61.84"	"    51.67"	"    47.44"	"    52.67"	"    48.91"	"    51.59"	" 5.7777"	" 5.9507"	" 5.6916"	" 5.5684"	" 5.7192"	" 5.6122"	" 5.6892"
"Tery_0164"	767	1591	1178	541	1003	1411	760	"   210.35"	"   244.74"	"   215.85"	"   178.24"	"   182.17"	"   252.77"	"   214.23"	" 7.7167"	" 7.9352"	" 7.7539"	" 7.4778"	" 7.5092"	" 7.9817"	" 7.7431"
"Tery_0165"	135	273	268	175	313	305	182	"    37.02"	"    42.00"	"    49.11"	"    57.66"	"    56.85"	"    54.64"	"    51.30"	" 5.2108"	" 5.3925"	" 5.6181"	" 5.8497"	" 5.8293"	" 5.7721"	" 5.6813"
"Tery_0168"	186	296	254	131	296	302	206	"    51.01"	"    45.53"	"    46.54"	"    43.16"	"    53.76"	"    54.10"	"    58.07"	" 5.6730"	" 5.5092"	" 5.5407"	" 5.4320"	" 5.7488"	" 5.7578"	" 5.8599"
"Tery_0169"	782	2296	1947	471	872	2232	1113	"   214.46"	"   353.19"	"   356.75"	"   155.18"	"   158.38"	"   399.84"	"   313.74"	" 7.7447"	" 8.4643"	" 8.4788"	" 7.2779"	" 7.3073"	" 8.6433"	" 8.2935"
"Tery_0170"	1046	2051	1928	883	1795	1558	1232	"   286.87"	"   315.50"	"   353.27"	"   290.92"	"   326.02"	"   279.10"	"   347.28"	" 8.1643"	" 8.3016"	" 8.4647"	" 8.1845"	" 8.3489"	" 8.1247"	" 8.4400"
"Tery_0171"	501	1071	944	402	645	1253	620	"   137.40"	"   164.75"	"   172.97"	"   132.45"	"   117.15"	"   224.46"	"   174.77"	" 7.1023"	" 7.3642"	" 7.4345"	" 7.0494"	" 6.8723"	" 7.8104"	" 7.4494"
"Tery_0172"	139	271	236	307	526	275	191	"    38.12"	"    41.69"	"    43.24"	"   101.15"	"    95.54"	"    49.26"	"    53.84"	" 5.2529"	" 5.3819"	" 5.4347"	" 6.6604"	" 6.5781"	" 5.6227"	" 5.7509"
"Tery_0173"	115	134	112	109	253	151	85	"    31.54"	"    20.61"	"    20.52"	"    35.91"	"    45.95"	"    27.05"	"    23.96"	" 4.9795"	" 4.3662"	" 4.3598"	" 5.1668"	" 5.5224"	" 4.7581"	" 4.5832"
"Tery_0174"	764	1147	812	1894	2637	1586	772	"   209.53"	"   176.44"	"   148.78"	"   624.01"	"   478.95"	"   284.12"	"   217.62"	" 7.7111"	" 7.4631"	" 7.2172"	" 9.2855"	" 8.9038"	" 8.1504"	" 7.7657"
"Tery_0175"	5	3	3	1	5	6	2	"     1.37"	"     0.46"	"     0.55"	"     0.33"	"     0.91"	"     1.07"	"     0.56"	" 0.4660"	"-1.0847"	"-0.8373"	"-1.5587"	"-0.1232"	" 0.1175"	"-0.8015"
"Tery_0176"	88	132	94	153	167	179	78	"    24.13"	"    20.31"	"    17.22"	"    50.41"	"    30.33"	"    32.07"	"    21.99"	" 4.5936"	" 4.3445"	" 4.1072"	" 5.6559"	" 4.9232"	" 5.0034"	" 4.4592"
"Tery_0177"	39	46	54	43	74	78	36	"    10.70"	"     7.08"	"     9.89"	"    14.17"	"    13.44"	"    13.97"	"    10.15"	" 3.4203"	" 2.8250"	" 3.3081"	" 3.8255"	" 3.7496"	" 3.8056"	" 3.3445"
"Tery_0178"	262	404	357	317	534	395	269	"    71.85"	"    62.15"	"    65.41"	"   104.44"	"    96.99"	"    70.76"	"    75.83"	" 6.1672"	" 5.9578"	" 6.0317"	" 6.7067"	" 6.5999"	" 6.1451"	" 6.2448"
"Tery_0181"	302	568	432	427	626	787	353	"    82.82"	"    87.37"	"    79.16"	"   140.68"	"   113.70"	"   140.98"	"    99.51"	" 6.3721"	" 6.4493"	" 6.3068"	" 7.1364"	" 6.8292"	" 7.1395"	" 6.6369"
"Tery_0182"	1237	2853	3420	3751	11031	5860	3692	"   339.25"	"   438.87"	"   626.65"	"  1235.83"	"  2003.54"	"  1049.77"	"  1040.72"	" 8.4062"	" 8.7777"	" 9.2915"	"10.2713"	"10.9683"	"10.0359"	"10.0234"
"Tery_0183"	1053	1736	2600	1727	4438	3091	2393	"   288.79"	"   267.05"	"   476.40"	"   568.99"	"   806.07"	"   553.72"	"   674.55"	" 8.1739"	" 8.0610"	" 8.8961"	" 9.1523"	" 9.6548"	" 9.1131"	" 9.3978"
"Tery_R0001"	5856	538	5263	5964	4899	2864	29589	"  1606.01"	"    82.76"	"   964.35"	"  1964.94"	"   889.80"	"   513.06"	"  8340.71"	"10.6493"	" 6.3710"	" 9.9134"	"10.9403"	" 9.7973"	" 9.0030"	"13.0260"
"Tery_0184"	144	238	185	193	308	188	156	"    39.49"	"    36.61"	"    33.90"	"    63.59"	"    55.94"	"    33.68"	"    43.97"	" 5.3039"	" 5.1946"	" 5.0836"	" 5.9909"	" 5.8061"	" 5.0742"	" 5.4589"
"Tery_0185"	123	264	179	174	238	428	149	"    33.73"	"    40.61"	"    32.80"	"    57.33"	"    43.23"	"    76.67"	"    42.00"	" 5.0765"	" 5.3441"	" 5.0360"	" 5.8414"	" 5.4342"	" 6.2608"	" 5.3927"
"Tery_0186"	340	599	441	358	669	461	272	"    93.25"	"    92.14"	"    80.81"	"   117.95"	"   121.51"	"    82.58"	"    76.67"	" 6.5431"	" 6.5260"	" 6.3366"	" 6.8821"	" 6.9250"	" 6.3680"	" 6.2608"
"Tery_0187"	93	199	145	77	176	123	83	"    25.51"	"    30.61"	"    26.57"	"    25.37"	"    31.97"	"    22.03"	"    23.40"	" 4.6733"	" 4.9365"	" 4.7322"	" 4.6656"	" 4.9989"	" 4.4623"	" 4.5488"
"Tery_R0002"	6464	1628	9507	5770	9635	3185	53724	"  1772.75"	"   250.43"	"  1741.99"	"  1901.03"	"  1749.99"	"   570.56"	" 15144.02"	"10.7918"	" 7.9683"	"10.7665"	"10.8926"	"10.7731"	" 9.1563"	"13.8865"
"Tery_0188"	849	1273	1024	806	1174	1513	810	"   232.84"	"   195.82"	"   187.63"	"   265.55"	"   213.23"	"   271.04"	"   228.33"	" 7.8632"	" 7.6135"	" 7.5518"	" 8.0529"	" 7.7363"	" 8.0824"	" 7.8350"
"Tery_0189"	95	152	135	74	155	158	80	"    26.05"	"    23.38"	"    24.74"	"    24.38"	"    28.15"	"    28.30"	"    22.55"	" 4.7040"	" 4.5479"	" 4.6291"	" 4.6083"	" 4.8157"	" 4.8235"	" 4.4957"
"Tery_0190"	365	531	457	617	713	756	300	"   100.10"	"    81.68"	"    83.74"	"   203.28"	"   129.50"	"   135.43"	"    84.57"	" 6.6455"	" 6.3521"	" 6.3880"	" 7.6674"	" 7.0169"	" 7.0815"	" 6.4022"
"Tery_0192"	690	1071	829	1134	1545	766	599	"   189.23"	"   164.75"	"   151.90"	"   373.62"	"   280.62"	"   137.22"	"   168.85"	" 7.5641"	" 7.3642"	" 7.2471"	" 8.5455"	" 8.1325"	" 7.1005"	" 7.3997"
"Tery_0193"	345	582	436	369	542	421	311	"    94.62"	"    89.53"	"    79.89"	"   121.57"	"    98.44"	"    75.42"	"    87.67"	" 6.5642"	" 6.4844"	" 6.3201"	" 6.9258"	" 6.6214"	" 6.2370"	" 6.4541"
"Tery_0194"	237	310	305	190	378	242	189	"    65.00"	"    47.69"	"    55.89"	"    62.60"	"    68.66"	"    43.35"	"    53.28"	" 6.0225"	" 5.5758"	" 5.8047"	" 5.9683"	" 6.1015"	" 5.4384"	" 5.7357"
"Tery_0196"	128	235	199	154	250	260	129	"    35.10"	"    36.15"	"    36.46"	"    50.74"	"    45.41"	"    46.58"	"    36.36"	" 5.1340"	" 5.1763"	" 5.1888"	" 5.6653"	" 5.5052"	" 5.5418"	" 5.1848"
"Tery_0197"	292	665	480	314	494	472	287	"    80.08"	"   102.30"	"    87.95"	"   103.45"	"    89.72"	"    84.55"	"    80.90"	" 6.3236"	" 6.6768"	" 6.4588"	" 6.6930"	" 6.4876"	" 6.4020"	" 6.3383"
"Tery_0198"	174	363	282	265	404	403	178	"    47.72"	"    55.84"	"    51.67"	"    87.31"	"    73.38"	"    72.19"	"    50.18"	" 5.5768"	" 5.8035"	" 5.6916"	" 6.4482"	" 6.1975"	" 6.1740"	" 5.6492"
"Tery_0199"	166	260	239	139	189	250	131	"    45.53"	"    40.00"	"    43.79"	"    45.80"	"    34.33"	"    44.79"	"    36.93"	" 5.5089"	" 5.3221"	" 5.4529"	" 5.5175"	" 5.1017"	" 5.4853"	" 5.2070"
"Tery_0201"	2976	5218	4809	1811	2879	4322	2675	"   816.17"	"   802.68"	"   881.16"	"   596.67"	"   522.91"	"   774.25"	"   754.04"	" 9.6727"	" 9.6487"	" 9.7833"	" 9.2208"	" 9.0304"	" 9.5967"	" 9.5585"
"Tery_0202"	537	993	752	386	675	870	443	"   147.27"	"   152.75"	"   137.79"	"   127.17"	"   122.60"	"   155.85"	"   124.88"	" 7.2024"	" 7.2551"	" 7.1064"	" 6.9908"	" 6.9379"	" 7.2841"	" 6.9645"
"Tery_0203"	878	1342	1306	525	1086	936	728	"   240.79"	"   206.44"	"   239.30"	"   172.97"	"   197.25"	"   167.68"	"   205.21"	" 7.9117"	" 7.6896"	" 7.9027"	" 7.4345"	" 7.6239"	" 7.3896"	" 7.6810"
"Tery_0204"	10	12	7	3	10	2	5	"     2.74"	"     1.85"	"     1.28"	"     0.99"	"     1.82"	"     0.36"	"     1.41"	" 1.4607"	" 0.8922"	" 0.3703"	"-0.0023"	" 0.8689"	"-1.4411"	" 0.5053"
"Tery_0205"	505	897	683	580	973	964	538	"   138.50"	"   137.98"	"   125.15"	"   191.09"	"   176.72"	"   172.69"	"   151.65"	" 7.1138"	" 7.1085"	" 6.9676"	" 7.5782"	" 7.4654"	" 7.4321"	" 7.2447"
"Tery_0206"	385	660	543	368	732	798	402	"   105.59"	"   101.53"	"    99.50"	"   121.24"	"   132.95"	"   142.95"	"   113.32"	" 6.7224"	" 6.6659"	" 6.6367"	" 6.9219"	" 7.0549"	" 7.1595"	" 6.8244"
"Tery_0207"	340	536	434	322	527	496	316	"    93.25"	"    82.45"	"    79.52"	"   106.09"	"    95.72"	"    88.85"	"    89.08"	" 6.5431"	" 6.3657"	" 6.3135"	" 6.7293"	" 6.5809"	" 6.4735"	" 6.4771"
"Tery_0208"	45	110	88	48	108	73	46	"    12.34"	"    16.92"	"    16.12"	"    15.81"	"    19.62"	"    13.08"	"    12.97"	" 3.6266"	" 4.0816"	" 4.0121"	" 3.9841"	" 4.2947"	" 3.7101"	" 3.6979"
"Tery_0209"	164	222	211	145	244	191	134	"    44.98"	"    34.15"	"    38.66"	"    47.77"	"    44.32"	"    34.22"	"    37.77"	" 5.4914"	" 5.0942"	" 5.2732"	" 5.5784"	" 5.4701"	" 5.0970"	" 5.2397"
"Tery_0210"	382	607	509	383	685	489	343	"   104.76"	"    93.37"	"    93.27"	"   126.19"	"   124.42"	"    87.60"	"    96.69"	" 6.7111"	" 6.5451"	" 6.5434"	" 6.9795"	" 6.9591"	" 6.4530"	" 6.5954"
"Tery_0211"	779	1626	1764	751	1624	1341	1251	"   213.64"	"   250.13"	"   323.22"	"   247.43"	"   294.96"	"   240.23"	"   352.64"	" 7.7391"	" 7.9666"	" 8.3364"	" 7.9509"	" 8.2044"	" 7.9083"	" 8.4621"
"Tery_0212"	128	184	138	84	168	116	103	"    35.10"	"    28.30"	"    25.29"	"    27.68"	"    30.51"	"    20.78"	"    29.03"	" 5.1340"	" 4.8235"	" 4.6608"	" 4.7910"	" 4.9318"	" 4.3778"	" 4.8602"
"Tery_0213"	326	517	447	383	528	478	281	"    89.41"	"    79.53"	"    81.90"	"   126.19"	"    95.90"	"    85.63"	"    79.21"	" 6.4825"	" 6.3136"	" 6.3561"	" 6.9795"	" 6.5836"	" 6.4202"	" 6.3078"
"Tery_0214"	164	228	284	131	285	192	210	"    44.98"	"    35.07"	"    52.04"	"    43.16"	"    51.76"	"    34.40"	"    59.20"	" 5.4914"	" 5.1327"	" 5.7018"	" 5.4320"	" 5.6942"	" 5.1045"	" 5.8877"
"Tery_0215"	47	76	50	31	60	32	40	"    12.89"	"    11.69"	"     9.16"	"    10.21"	"    10.90"	"     5.73"	"    11.28"	" 3.6893"	" 3.5486"	" 3.1972"	" 3.3538"	" 3.4473"	" 2.5217"	" 3.4964"
